company_id,company_name,headquarters_country,headquarters_city,founded_year,employee_count,annual_revenue_usd,rpa_platform,cloud_support,ai_integration,process_mining_support,low_code_support,market_share_percent,customer_count,industry_focus,website,global_region
CMP01465,Trident Cybernetic,Ireland,Limerick,2021,44,1589809,EdgeVerve AssistEdge,Yes,Partial,Yes,Yes,0.011,48,Oil & Gas,https://www.tridentcybernetic.com,Europe
CMP01466,Eclipse Bots57,Taiwan,Hsinchu,2018,47,3072814,Blue Prism (SS&C),Yes,Partial,No,Yes,0.004,44,Nonprofit & NGO,https://www.eclipsebots57.com,Asia-Pacific
CMP01467,HyperLab,United Kingdom,London,2016,28,1129480,Contextor,No,Partial,No,No,0.005,1,Hospitality & Travel,https://www.hyperlab.com,Europe
CMP01468,IntelliPrime,South Korea,Incheon,2013,141,27226943,Botpath,Yes,Yes,Yes,No,0.039,291,Agriculture & Food Processing,https://www.intelliprime.com,Asia-Pacific
CMP01469,Resolute Systems14,Japan,Kyoto,2001,116,85455258,UiPath,Yes,Yes,No,No,0.012,146,Aerospace & Defense,https://www.resolutesystems14.com,Asia-Pacific
CMP01470,EATech,Australia,Gold Coast,2014,58,7266506,Contextor,Yes,Yes,Yes,Yes,0.034,21,Agriculture & Food Processing,https://www.eatech.com,Asia-Pacific
CMP01471,AMGroup,Canada,Waterloo,2016,122,64179867,Infosys Nia,Yes,No,Yes,No,0.068,428,Real Estate,https://www.amgroup.com,North America
CMP01472,EdgeDock,India,Jaipur,2016,26,1000000,AutomationEdge,No,Yes,Yes,Yes,0.001,20,Media & Entertainment,https://www.edgedock.com,Asia-Pacific
CMP01473,Atlas Logic,United Arab Emirates,Dubai,2017,80,2850770,Infosys Nia,Yes,Yes,Yes,Yes,0.014,43,FMCG & Consumer Goods,https://www.atlaslogic.com,Middle East
CMP01474,CAAGroup,United States,San Francisco,2011,663,214759108,Contextor,Yes,Yes,Yes,Yes,0.007,1599,Transportation & Logistics,https://www.caagroup.com,North America
CMP01475,Smart BotForge,Argentina,Cordoba,2023,6,1000000,Contextor,Yes,Yes,Yes,No,0.046,39,Retail & E-Commerce,https://www.smartbotforge.com,South America
CMP01476,Dynamic Technologies,United Kingdom,Birmingham,2018,67,3388743,AntWorks,Yes,Yes,No,Yes,0.007,31,Technology & IT Services,https://www.dynamictechnologies.com,Europe
CMP01477,SwiftNeuro,India,Bangalore,2016,5,1000000,Hansight RPA,Yes,Yes,Yes,No,0.083,13,Nonprofit & NGO,https://www.swiftneuro.com,Asia-Pacific
CMP01478,Everest IntelliBot,China,Chengdu,2015,246,37662584,Jacada,Partial,Partial,Yes,No,0.008,76,Oil & Gas,https://www.everestintellibot.com,Asia-Pacific
CMP01479,Universal SmartWorks,Japan,Yokohama,2008,37,4670232,WorkFusion,Yes,Yes,No,Yes,0.024,42,Real Estate,https://www.universalsmartworks.com,Asia-Pacific
CMP01480,Nova Automate,Poland,Gdansk,2006,27,3571037,Botpath,Yes,Yes,Yes,Yes,0.049,8,Media & Entertainment,https://www.novaautomate.com,Europe
CMP01481,Vortex CogniFlow87,Canada,Calgary,2017,360,131387844,Datamatics Truzo,Yes,Yes,Yes,Yes,0.003,1915,Healthcare & Pharmaceuticals,https://www.vortexcogniflow87.com,North America
CMP01482,SparkAlpha,Brazil,Sao Paulo,1986,41,4950556,Jacada,Yes,No,No,No,0.003,10,Healthcare & Pharmaceuticals,https://www.sparkalpha.com,South America
CMP01483,MetaCogni,United Kingdom,Cambridge,2016,652,88924709,Appian,Yes,Yes,Yes,No,0.002,439,Telecommunications,https://www.metacogni.com,Europe
CMP01484,NCECorp,Canada,Calgary,2016,110,18487479,Datamatics Truzo,Yes,Yes,Yes,No,0.009,100,Mining & Metals,https://www.ncecorp.com,North America
CMP01485,BaseCyber79,Sweden,Gothenburg,2013,37,7307623,WorkFusion,Partial,Yes,Yes,No,0.003,47,Nonprofit & NGO,https://www.basecyber79.com,Europe
CMP01486,Core AutomateIQ,United Kingdom,Cambridge,2006,99,5741683,Power Automate,Yes,Partial,Yes,No,0.019,29,Chemical & Materials,https://www.coreautomateiq.com,Europe
CMP01487,CyberNexus,Netherlands,Rotterdam,2017,24,2522319,Infosys Nia,Yes,No,No,No,0.009,18,Mining & Metals,https://www.cybernexus.com,Europe
CMP01488,Matrix LogicBot74,United Kingdom,Edinburgh,2013,15,1236035,Laiye,No,No,Yes,Yes,0.024,13,Government & Public Sector,https://www.matrixlogicbot74.com,Europe
CMP01489,RNAI,Indonesia,Jakarta,2010,71,18416339,OpenBots,Yes,Partial,Yes,No,0.015,385,Aerospace & Defense,https://www.rnai.com,Asia-Pacific
CMP01490,Sage Bot,India,Bangalore,2011,25,1571637,Automation Anywhere,Yes,Yes,No,Yes,0.035,18,Retail & E-Commerce,https://www.sagebot.com,Asia-Pacific
CMP01491,DPCSolutions,India,Delhi,2012,34,3651702,Wipro HOLMES,No,Yes,Yes,Yes,0.046,47,Education,https://www.dpcsolutions.com,Asia-Pacific
CMP01492,MetaGate,United States,Miami,2011,1147,345267160,Infosys Nia,Partial,Partial,Yes,No,0.002,2860,Retail & E-Commerce,https://www.metagate.com,North America
CMP01493,Titan Flow,Germany,Dusseldorf,2018,943,367361831,OpenBots,Yes,Yes,No,Yes,0.009,370,Transportation & Logistics,https://www.titanflow.com,Europe
CMP01494,Spark BotForge,India,Bangalore,2019,69,7236464,SAP iRPA,Yes,No,No,Yes,0.095,48,Nonprofit & NGO,https://www.sparkbotforge.com,Asia-Pacific
CMP01495,Eclipse Works,Italy,Milan,2019,47,1909796,EdgeVerve AssistEdge,Yes,Yes,Yes,Yes,0.001,3,Life Sciences,https://www.eclipseworks.com,Europe
CMP01496,BrightQuantum,Austria,Salzburg,2016,55,5505883,TCS BaNCS RPA,No,Yes,Yes,Yes,0.022,26,Nonprofit & NGO,https://www.brightquantum.com,Europe
CMP01497,Innovate RoboFlow,Ireland,Cork,1990,113,72618987,UiPath,Yes,Partial,Yes,Yes,0.061,343,Energy & Utilities,https://www.innovateroboflow.com,Europe
CMP01498,Orion Automations,China,Guangzhou,2014,5,1000000,Datamatics Truzo,Yes,Yes,Yes,No,0.056,37,Education,https://www.orionautomations.com,Asia-Pacific
CMP01499,Orion BotLogic,United States,Los Angeles,2015,11,1000000,Cognizant RPA,Yes,Yes,Yes,Yes,0.032,5,Agriculture & Food Processing,https://www.orionbotlogic.com,North America
CMP01500,CDLabs,Japan,Sapporo,2013,20,2261771,Contextor,Yes,Yes,No,Yes,0.008,10,Banking & Financial Services,https://www.cdlabs.com,Asia-Pacific
CMP01501,Zenith AutoDynamics,Nigeria,Lagos,2023,9,1000000,Cognizant RPA,Yes,Yes,Yes,Yes,0.001,36,Automotive,https://www.zenithautodynamics.com,Africa
CMP01502,SyncFlow48,United States,Nashville,2010,68,15650194,NICE Robotic Automation,Yes,Yes,No,No,0.005,356,Healthcare & Pharmaceuticals,https://www.syncflow48.com,North America
CMP01503,RoboNet,France,Bordeaux,2024,197,54918360,EdgeVerve AssistEdge,Yes,Yes,No,Yes,0.011,213,Manufacturing,https://www.robonet.com,Europe
CMP01504,Orion Systems,Canada,Ottawa,2015,32,3043280,Datamatics Truzo,Partial,Yes,No,Yes,0.008,42,Real Estate,https://www.orionsystems.com,North America
CMP01505,Spark Logic,Japan,Kyoto,2015,42,2360736,AutoHotkey Enterprise,Yes,Yes,Yes,Yes,0.002,30,Aerospace & Defense,https://www.sparklogic.com,Asia-Pacific
CMP01506,Eclipse BrainBot,Vietnam,Ho Chi Minh City,2012,52,4959181,TCS BaNCS RPA,Partial,Yes,No,No,0.009,35,Oil & Gas,https://www.eclipsebrainbot.com,Asia-Pacific
CMP01507,Fusion AutoMate,United States,Boston,2015,35,5478936,Blue Prism (SS&C),Yes,Yes,Yes,Yes,0.002,21,Agriculture & Food Processing,https://www.fusionautomate.com,North America
CMP01508,Horizon Automation,Romania,Timisoara,2003,197,105691850,Jidoka RPA,Yes,Partial,Yes,Yes,0.038,514,Transportation & Logistics,https://www.horizonautomation.com,Europe
CMP01509,Dynamic AutoDynamics,France,Paris,2020,10,1399140,AutoHotkey Enterprise,Yes,Yes,No,No,0.072,16,Technology & IT Services,https://www.dynamicautodynamics.com,Europe
CMP01510,Eclipse Automations,Spain,Seville,2010,427,236815537,Appian,No,Partial,No,No,0.047,2894,Technology & IT Services,https://www.eclipseautomations.com,Europe
CMP01511,CACAI,South Korea,Busan,2010,142,27591180,Appian,Yes,Partial,Yes,Yes,0.021,345,Manufacturing,https://www.cacai.com,Asia-Pacific
CMP01512,Ultra Bot,China,Beijing,2015,28,2493175,Power Automate,No,Partial,Yes,Yes,0.05,14,Insurance,https://www.ultrabot.com,Asia-Pacific
CMP01513,Sentient IntelliProcess,United States,Atlanta,2022,21,3460592,NICE Robotic Automation,Yes,No,Yes,Yes,0.111,17,Legal Services,https://www.sentientintelliprocess.com,North America
CMP01514,GridBridge,Brazil,Curitiba,1985,150,49331858,Datamatics Truzo,Yes,Partial,No,Yes,0.043,173,Insurance,https://www.gridbridge.com,South America
CMP01515,Infinity Cyber,United States,Washington,2018,51,2283820,Blue Prism (SS&C),Yes,Partial,Yes,Yes,0.019,7,Telecommunications,https://www.infinitycyber.com,North America
CMP01516,Spark Works,Japan,Nagoya,1988,44,11302516,AntWorks,Yes,Partial,Yes,Yes,0.017,159,Chemical & Materials,https://www.sparkworks.com,Asia-Pacific
CMP01517,Meridian Synth14,United Kingdom,Manchester,1989,21,8494801,Datamatics Truzo,Yes,Yes,No,Yes,0.083,7,Manufacturing,https://www.meridiansynth14.com,Europe
CMP01518,TechVault AutoDynamics,United States,Phoenix,1994,51,7910519,WorkFusion,Partial,Partial,Yes,Yes,0.009,15,Technology & IT Services,https://www.techvaultautodynamics.com,North America
CMP01519,Summit SmartProcess,Mexico,Queretaro,2022,39,4303059,Appian,Yes,No,No,No,0.001,49,Healthcare & Pharmaceuticals,https://www.summitsmartprocess.com,North America
CMP01520,Stratos CogniBot,Japan,Yokohama,2007,39,8703963,Cognizant RPA,Yes,Yes,Yes,Yes,0.102,10,Life Sciences,https://www.stratoscognibot.com,Asia-Pacific
CMP01521,DigitalIntelli,Switzerland,Bern,2019,180,42613759,Hansight RPA,No,Yes,Yes,No,0.017,153,FMCG & Consumer Goods,https://www.digitalintelli.com,Europe
CMP01522,Lighthouse CognitiveFlow,United States,Denver,2002,5,1000000,RoboTask,Yes,Yes,Yes,Yes,0.003,8,FMCG & Consumer Goods,https://www.lighthousecognitiveflow.com,North America
CMP01523,Blue Synth,India,Kolkata,2018,62,11869316,RoboTask,No,Yes,Yes,No,0.014,27,Manufacturing,https://www.bluesynth.com,Asia-Pacific
CMP01524,Advanced BrainStorm AI,Germany,Cologne,2021,71,9174037,Cognizant RPA,Yes,Partial,No,No,0.004,10,Education,https://www.advancedbrainstormai.com,Europe
CMP01525,BaseCogni,Japan,Yokohama,2011,63,15863010,UiPath,Yes,Yes,No,No,0.062,62,Media & Entertainment,https://www.basecogni.com,Asia-Pacific
CMP01526,Unity Robotics,Australia,Sydney,2016,161,23722656,WorkFusion,Partial,Yes,No,Yes,0.012,212,Mining & Metals,https://www.unityrobotics.com,Asia-Pacific
CMP01527,PortWave,Brazil,Sao Paulo,2020,17,3007320,SAP iRPA,Yes,No,Yes,Yes,0.051,27,Education,https://www.portwave.com,South America
CMP01528,Genesis Intelligence10,Japan,Kobe,2019,41,2263312,Softomotive,Yes,Yes,No,Yes,0.004,5,Professional Services & Consulting,https://www.genesisintelligence10.com,Asia-Pacific
CMP01529,CRSolutions,Brazil,Porto Alegre,2006,15,3026612,Hansight RPA,Yes,Yes,No,Yes,0.009,16,Retail & E-Commerce,https://www.crsolutions.com,South America
CMP01530,MetaDock,United Kingdom,Manchester,2005,17,3118056,Contextor,No,Partial,Yes,No,0.002,39,Legal Services,https://www.metadock.com,Europe
CMP01531,ProcessBot,Spain,Valencia,2011,294,79273516,Botpath,Yes,Yes,No,No,0.034,380,Construction & Engineering,https://www.processbot.com,Europe
CMP01532,Evolution Cognitive40,Sweden,Uppsala,2019,16,1871316,MuleSoft RPA,Yes,Yes,No,Yes,0.003,45,Healthcare & Pharmaceuticals,https://www.evolutioncognitive40.com,Europe
CMP01533,ProcessEdge,Norway,Trondheim,2015,498,223077369,Automation Anywhere,Yes,Yes,Yes,Yes,0.003,1825,Hospitality & Travel,https://www.processedge.com,Europe
CMP01534,Kinetic Process,Kenya,Nairobi,2015,7,1125985,Infosys Nia,Yes,Yes,Yes,No,0.018,23,Automotive,https://www.kineticprocess.com,Africa
CMP01535,Sage Cognitive,Vietnam,Da Nang,2016,58,9669520,HelpSystems Automate,Yes,Yes,Yes,Yes,0.001,1,Energy & Utilities,https://www.sagecognitive.com,Asia-Pacific
CMP01536,Sentient Synth,Poland,Poznan,2023,45,1877349,RoboTask,Partial,Yes,No,Yes,0.002,16,Healthcare & Pharmaceuticals,https://www.sentientsynth.com,Europe
CMP01537,SparkProcess,Chile,Concepcion,2017,20,3881894,Jacada,No,Yes,Yes,No,0.012,41,Aerospace & Defense,https://www.sparkprocess.com,South America
CMP01538,AEASolutions,United Kingdom,Cambridge,1985,121,62018973,Cognizant RPA,Yes,No,Yes,No,0.01,410,Energy & Utilities,https://www.aeasolutions.com,Europe
CMP01539,Hyperion FlowMind,Brazil,Belo Horizonte,2018,11,1641725,Automation Anywhere,Yes,Yes,Yes,Yes,0.03,50,Life Sciences,https://www.hyperionflowmind.com,South America
CMP01540,Innovate RoboTech,Poland,Krakow,2017,10,2093056,Kofax RPA,Yes,Yes,Yes,Yes,0.001,13,Technology & IT Services,https://www.innovaterobotech.com,Europe
CMP01541,INEAI,Germany,Frankfurt,2016,863,183775636,OpenBots,No,No,No,No,0.009,237,Government & Public Sector,https://www.ineai.com,Europe
CMP01542,Optima Tech,United Kingdom,London,1996,60,3753721,Rocketbot,Yes,No,Yes,Yes,0.021,27,Transportation & Logistics,https://www.optimatech.com,Europe
CMP01543,ARSolutions,India,Jaipur,2010,320,217506915,Softomotive,Yes,Partial,Yes,No,0.025,865,FMCG & Consumer Goods,https://www.arsolutions.com,Asia-Pacific
CMP01544,Meridian SmartProcess21,Japan,Fukuoka,2002,226,44021623,Wipro HOLMES,No,Yes,Yes,Yes,0.005,158,Construction & Engineering,https://www.meridiansmartprocess21.com,Asia-Pacific
CMP01545,Stratos Nexus44,United States,Dallas,2018,145,17653699,Appian,Yes,Partial,No,No,0.003,447,Telecommunications,https://www.stratosnexus44.com,North America
CMP01546,WavePulse,China,Wuhan,2005,42,2296150,Hansight RPA,Yes,Partial,Yes,No,0.086,46,Nonprofit & NGO,https://www.wavepulse.com,Asia-Pacific
CMP01547,Titan Cognitive40,Italy,Bologna,2019,8,1420735,RoboTask,Partial,Yes,No,Yes,0.048,12,Healthcare & Pharmaceuticals,https://www.titancognitive40.com,Europe
CMP01548,BridgeCyber57,Japan,Fukuoka,2015,190,31283537,AutomationEdge,No,Partial,No,Yes,0.103,259,Real Estate,https://www.bridgecyber57.com,Asia-Pacific
CMP01549,MCSSystems,India,Noida,2000,37,12267990,Winautomation,Partial,Yes,No,Yes,0.001,123,Hospitality & Travel,https://www.mcssystems.com,Asia-Pacific
CMP01550,BrightCogni,Poland,Poznan,1986,137,87135734,SAP iRPA,Yes,Yes,Yes,Yes,0.016,371,Automotive,https://www.brightcogni.com,Europe
CMP01551,AIGroup,Germany,Dusseldorf,2016,387,127171320,VisualCron,Yes,Partial,No,No,0.002,2189,Construction & Engineering,https://www.aigroup.com,Europe
CMP01552,AECorp66,Sweden,Malmo,2017,91,15541881,AntWorks,Yes,Yes,No,No,0.002,335,Mining & Metals,https://www.aecorp66.com,Europe
CMP01553,CyberCore,South Korea,Incheon,2017,59,10324699,HelpSystems Automate,Yes,Partial,Yes,Yes,0.301,89,Hospitality & Travel,https://www.cybercore.com,Asia-Pacific
CMP01554,Matrix Automate,Brazil,Brasilia,2019,5,1000000,Jidoka RPA,Yes,Yes,No,Yes,0.017,41,Professional Services & Consulting,https://www.matrixautomate.com,South America
CMP01555,CoreCraft,Poland,Poznan,2018,76,9058061,MuleSoft RPA,Yes,No,No,Yes,0.014,34,Transportation & Logistics,https://www.corecraft.com,Europe
CMP01556,NCAI,Kuwait,Kuwait City,1994,25,8019513,AntWorks,Yes,Yes,No,Yes,0.043,2,Professional Services & Consulting,https://www.ncai.com,Middle East
CMP01557,Zephyr RoboTech50,Brazil,Sao Paulo,2016,8,1321819,MuleSoft RPA,Yes,Yes,Yes,Yes,0.015,36,Media & Entertainment,https://www.zephyrrobotech50.com,South America
CMP01558,MetaData98,South Africa,Johannesburg,2024,41,1929834,Hansight RPA,Yes,No,Yes,Yes,0.016,39,FMCG & Consumer Goods,https://www.metadata98.com,Africa
CMP01559,Fusion Systems,United States,Atlanta,2010,69,14976179,VisualCron,Partial,Yes,No,Yes,0.005,41,Retail & E-Commerce,https://www.fusionsystems.com,North America
CMP01560,Uplift Tech,United States,San Francisco,1997,78,26606216,RoboTask,Yes,No,No,Yes,0.002,147,Technology & IT Services,https://www.uplifttech.com,North America
CMP01561,NSTech,South Korea,Seoul,2020,19,1796750,NICE Robotic Automation,Yes,Yes,No,Yes,0.033,24,Hospitality & Travel,https://www.nstech.com,Asia-Pacific
CMP01562,Sentient Systems,Germany,Stuttgart,2017,253,63844075,VisualCron,Yes,Yes,No,Yes,0.011,330,Oil & Gas,https://www.sentientsystems.com,Europe
CMP01563,ISSolutions,Mexico,Monterrey,2015,158,73477542,Power Automate,Yes,Partial,Yes,Yes,0.193,224,Mining & Metals,https://www.issolutions.com,North America
CMP01564,AGRSolutions,Canada,Montreal,2023,5,1000000,Contextor,Yes,No,Yes,Yes,0.019,4,Energy & Utilities,https://www.agrsolutions.com,North America
CMP01565,Catalyst LogicWorks,Italy,Rome,2013,63,3962765,Laiye,Yes,Yes,Yes,Yes,0.021,48,Professional Services & Consulting,https://www.catalystlogicworks.com,Europe
CMP01566,ProcessSpark,Vietnam,Ho Chi Minh City,2022,158,20269424,VisualCron,Yes,Yes,Yes,No,0.042,281,Government & Public Sector,https://www.processspark.com,Asia-Pacific
CMP01567,Optima Nexus,Israel,Beersheva,2014,6,1000000,Infosys Nia,Yes,Yes,Yes,Yes,0.013,26,Energy & Utilities,https://www.optimanexus.com,Middle East
CMP01568,GridGate,India,Hyderabad,2018,231,81860461,Power Automate,Partial,Yes,No,Yes,0.014,471,Life Sciences,https://www.gridgate.com,Asia-Pacific
CMP01569,Synergy SmartWorks,Netherlands,Eindhoven,2018,10,1738656,Jidoka RPA,Yes,No,Yes,No,0.006,14,Aerospace & Defense,https://www.synergysmartworks.com,Europe
CMP01570,EdgeCloud,Ireland,Limerick,2015,68,2595944,HelpSystems Automate,Yes,Yes,Yes,No,0.095,39,Aerospace & Defense,https://www.edgecloud.com,Europe
CMP01571,Stratos RoboFlow,India,Gurugram,1995,106,105044346,Contextor,Yes,Yes,No,Yes,0.001,505,Professional Services & Consulting,https://www.stratosroboflow.com,Asia-Pacific
CMP01572,Spark AutomateIQ,Singapore,Singapore,2018,43,2911677,Contextor,Yes,Partial,No,Yes,0.008,30,Mining & Metals,https://www.sparkautomateiq.com,Asia-Pacific
CMP01573,MABot18,Singapore,Singapore,2016,67,12610736,Automation Anywhere,Yes,Yes,No,Yes,0.001,80,Automotive,https://www.mabot18.com,Asia-Pacific
CMP01574,PortClear63,United States,Minneapolis,2021,20,2038615,Appian,Yes,Yes,No,Yes,0.003,36,Mining & Metals,https://www.portclear63.com,North America
CMP01575,BridgeGate,France,Strasbourg,2003,364,223701308,MuleSoft RPA,Partial,Yes,No,Yes,0.014,923,Banking & Financial Services,https://www.bridgegate.com,Europe
CMP01576,Orion IntelliFlow61,France,Paris,2004,357,222176549,Laiye,Yes,Yes,No,Yes,0.053,2757,Oil & Gas,https://www.orionintelliflow61.com,Europe
CMP01577,Unity LogicBot,South Korea,Daegu,2018,351,100567464,Robocorp,Yes,Yes,No,Yes,0.004,2721,Nonprofit & NGO,https://www.unitylogicbot.com,Asia-Pacific
CMP01578,ProcessCogni,Colombia,Cali,2010,19,4067141,EdgeVerve AssistEdge,Yes,Yes,No,Yes,0.001,13,Government & Public Sector,https://www.processcogni.com,South America
CMP01579,MACGroup,China,Guangzhou,2012,5,1000000,UiPath,No,Yes,Yes,Yes,0.033,43,Healthcare & Pharmaceuticals,https://www.macgroup.com,Asia-Pacific
CMP01580,Stellar RoboFlow,Austria,Linz,2015,20,1000000,Power Automate,Yes,Partial,Yes,Yes,0.006,23,Aerospace & Defense,https://www.stellarroboflow.com,Europe
CMP01581,Titan RoboTech,Germany,Stuttgart,2005,58,5007678,Robocorp,Yes,Yes,No,Yes,0.014,5,Agriculture & Food Processing,https://www.titanrobotech.com,Europe
CMP01582,NetLab,United Kingdom,Cambridge,2015,32,2656577,Softomotive,Yes,No,Yes,Yes,0.023,18,FMCG & Consumer Goods,https://www.netlab.com,Europe
CMP01583,Core Logic,Vietnam,Da Nang,2003,156,61426228,Infosys Nia,Yes,Yes,Yes,Yes,0.013,314,Chemical & Materials,https://www.corelogic.com,Asia-Pacific
CMP01584,AGSolutions,Peru,Arequipa,2024,14,1486262,HelpSystems Automate,Yes,Yes,Yes,Yes,0.01,17,Technology & IT Services,https://www.agsolutions.com,South America
CMP01585,Titan Digital59,China,Shenzhen,2005,38,4478526,NICE Robotic Automation,Yes,Partial,Yes,No,0.11,33,Chemical & Materials,https://www.titandigital59.com,Asia-Pacific
CMP01586,PulseGrid,Israel,Beersheva,2014,20,2051384,Jidoka RPA,Partial,No,No,Yes,0.094,1,FMCG & Consumer Goods,https://www.pulsegrid.com,Middle East
CMP01587,Unity IntelliBot,Japan,Kobe,2017,15,1179138,Automation Anywhere,Yes,Partial,No,Yes,0.046,16,Real Estate,https://www.unityintellibot.com,Asia-Pacific
CMP01588,Digital AI53,Nigeria,Port Harcourt,2016,10,1633480,Hansight RPA,Partial,Yes,No,Yes,0.02,17,Chemical & Materials,https://www.digitalai53.com,Africa
CMP01589,CRSolutions91,United States,Houston,2002,131,43831676,EdgeVerve AssistEdge,No,Partial,Yes,No,0.052,271,Insurance,https://www.crsolutions91.com,North America
CMP01590,ProcessAlpha,Sweden,Uppsala,2010,235,55978211,SAP iRPA,No,Yes,No,Yes,0.03,453,Telecommunications,https://www.processalpha.com,Europe
CMP01591,Crest Synth54,Ireland,Limerick,1998,173,112752349,Wipro HOLMES,Yes,Yes,Yes,Yes,0.024,2341,Banking & Financial Services,https://www.crestsynth54.com,Europe
CMP01592,BotPrime,India,Gurugram,2003,63,10464785,Blue Prism (SS&C),Partial,Yes,No,Yes,0.025,289,Nonprofit & NGO,https://www.botprime.com,Asia-Pacific
CMP01593,Hyperion SmartProcess,Japan,Yokohama,2020,234,25360068,NICE Robotic Automation,Yes,Yes,Yes,Yes,0.065,463,Aerospace & Defense,https://www.hyperionsmartprocess.com,Asia-Pacific
